Game Results:

TOKEN	TAG	GUESS
QUERIES
-------------
WELLINGTON	LOC	LOC	3
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Power
-----------
Move choice:
Launch query on token 3 "New"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.009,LOC=0.004,ORG=0.002,O=0.986]	ORG	O
New	[PER=0.016,LOC=0.948,ORG=0.026,O=0.011]	ORG	LOC
Zealand	[PER=0.015,LOC=0.958,ORG=0.020,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Power
	New
-----------
Move choice:
Launch query on token 3 "New"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.009,LOC=0.004,ORG=0.002,O=0.986]	ORG	O
New	[PER=0.016,LOC=0.948,ORG=0.026,O=0.011]	ORG	LOC
Zealand	[PER=0.015,LOC=0.958,ORG=0.020,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	New
	Power
	New
-----------
Next event:
Got response on token 3 "New" = LOC
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.006,LOC=0.004,ORG=0.001,O=0.990]	ORG	O
New	[PER=0.002,LOC=0.992,ORG=0.004,O=0.002]	ORG	LOC
Zealand	[PER=0.006,LOC=0.981,ORG=0.006,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	New
	Power
-----------
Next event:
Got response on token 2 "Power" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.002,LOC=0.993,ORG=0.004,O=0.002]	ORG	LOC
Zealand	[PER=0.006,LOC=0.981,ORG=0.006,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	New
-----------
Move choice:
Launch query on token 4 "Zealand"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.002,LOC=0.993,ORG=0.004,O=0.002]	ORG	LOC
Zealand	[PER=0.006,LOC=0.981,ORG=0.006,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	New
	Zealand
-----------
Move choice:
Launch query on token 4 "Zealand"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.002,LOC=0.993,ORG=0.004,O=0.002]	ORG	LOC
Zealand	[PER=0.006,LOC=0.981,ORG=0.006,O=0.007]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	New
	Zealand
	Zealand
-----------
Next event:
Got response on token 4 "Zealand" = LOC
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.001,LOC=0.996,ORG=0.002,O=0.002]	ORG	LOC
Zealand	[PER=0.001,LOC=0.997,ORG=0.001,O=0.001]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.002,LOC=0.002,ORG=0.002,O=0.994]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.017,O=0.983]	O	O
Optimised	[PER=0.077,LOC=0.044,ORG=0.767,O=0.112]	O	ORG
Deprival	[PER=0.116,LOC=0.042,ORG=0.791,O=0.051]	O	ORG
Value	[PER=0.096,LOC=0.046,ORG=0.730,O=0.127]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.002,O=0.997]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.941]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
